Trigram,Frequency
"('old', 'yall', 'okay')",1
"('cheers', 'old', 'yall')",1
"('conscious', 'cheers', 'old')",1
"('dont', 'conscious', 'cheers')",1
"('give', 'tour', 'dont')",1
"('badman', 'badman', 'okay')",1
"('want', 'give', 'tour')",1
"('okay', 'want', 'give')",1
"('honey', 'okay', 'want')",1
"('leave', 'honey', 'okay')",1
"('okay', 'leave', 'honey')",1
"('breathing', 'okay', 'leave')",1
"('daughter', 'right', 'anybody')",1
"('let', 'wife', 'female')",1
"('wife', 'female', 'know')",1
"('female', 'know', 'yeah')",1
"('let', 'know', 'due')",1
"('breathing', 'treatment', 'shes')",1
"('given', 'breathing', 'treatment')",1
"('okay', 'given', 'breathing')",1
"('minutes', 'okay', 'given')",1
"('going', 'five', 'minutes')",1
"('attack', 'going', 'five')",1
"('asthma', 'attack', 'going')",1
"('long', 'asthma', 'attack')",1
"('god', 'long', 'asthma')",1
"('oh', 'god', 'long')",1
"('appear', 'oh', 'god')",1
"('doesnt', 'appear', 'oh')",1
"('injury', 'doesnt', 'appear')",1
"('due', 'injury', 'doesnt')",1
"('know', 'due', 'injury')",1
"('okay', 'daughter', 'right')",1
"('settle', 'okay', 'daughter')",1
"('want', 'settle', 'okay')",1
"('think', 'first', 'time')",1
"('asthma', 'attack', 'think')",1
"('daughter', 'asthma', 'attack')",1
"('happened', 'daughter', 'asthma')",1
"('mark', 'tell', 'exactly')",1
"('okay', 'mark', 'tell')",1
"('mark', 'okay', 'mark')",1
"('name', 'mark', 'okay')",1
"('carolina', 'name', 'mark')",1
"('07', 'carolina', 'name')",1
"('922', '07', 'carolina')",1
"('815', '922', '07')",1
"('thank', '815', '922')",1
"('tom', 'thank', '815')",1
"('cool', 'tom', 'thank')",1
"('youre', 'cool', 'tom')",1
"('attack', 'think', 'first')",1
"('first', 'time', 'shes')",1
"('might', 'want', 'settle')",1
"('time', 'shes', 'one')",1
"('correct', 'yeah', 'might')",1
"('thats', 'correct', 'yeah')",1
"('way', 'thats', 'correct')",1
"('clancy', 'way', 'thats')",1
"('youre', '7385', 'clancy')",1
"('okay', 'youre', '7385')",1
"('covid', 'okay', 'youre')",1
"('talking', 'anybody', 'quarantined')",1
"('medics', 'talking', 'anybody')",1
"('dispatching', 'medics', 'talking')",1
"('extent', 'okay', 'alright')",1
"('one', 'extent', 'okay')",1
"('least', 'one', 'extent')",1
"('one', 'least', 'one')",1
"('shes', 'one', 'least')",1
"('treatment', 'shes', 'given')",1
"('shes', 'given', 'antihistamine')",1
"('given', 'antihistamine', 'breathing')",1
"('advised', 'inhaler', 'inhaler')",1
"('inhaler', 'doctors', 'advised')",1
"('right', 'inhaler', 'doctors')",1
"('okay', 'right', 'inhaler')",1
"('knows', 'okay', 'right')",1
"('nurse', 'knows', 'okay')",1
"('fucking', 'nurse', 'knows')",1
"('shes', 'fucking', 'nurse')",1
"('much', 'shes', 'fucking')",1
"('thank', 'much', 'shes')",1
"('nurse', 'thank', 'much')",1
"('fucking', 'nurse', 'thank')",1
"('im', 'fucking', 'nurse')",1
"('okay', 'im', 'fucking')",1
"('trial', 'okay', 'im')",1
"('help', 'trial', 'okay')",1
"('doctors', 'advised', 'inhaler')",1
"('inhaler', 'inhaler', 'know')",1
"('help', 'child', 'help')",1
"('inhaler', 'know', 'given')",1
"('medics', 'way', 'shortly')",1
"('like', 'medics', 'way')",1
"('give', 'anything', 'like')",1
"('okay', 'give', 'anything')",1
"('youre', 'okay', 'give')",1
"('advise', 'youre', 'okay')",1
"('cant', 'advise', 'youre')",1
"('right', 'cant', 'advise')",1
"('confirm', 'right', 'cant')",1
"('check', 'confirm', 'right')",1
"('computer', 'check', 'confirm')",1
"('cell', 'computer', 'check')",1
"('leave', 'cell', 'computer')",1
"('given', 'leave', 'cell')",1
"('know', 'given', 'leave')",1
"('child', 'help', 'trial')",1
"('calm', 'help', 'child')",1
"('antihistamine', 'breathing', 'treatment')",1
"('freaking', 'okay', 'im')",1
"('great', 'shes', 'freaking')",1
"('youre', 'great', 'shes')",1
"('way', 'youre', 'great')",1
"('dispatched', 'way', 'youre')",1
"('somebody', 'dispatched', 'way')",1
"('questions', 'somebody', 'dispatched')",1
"('blue', 'questions', 'somebody')",1
"('turning', 'blue', 'questions')",1
"('hes', 'turning', 'blue')",1
"('yes', 'hes', 'turning')",1
"('hurt', 'breathe', 'yes')",1
"('breathes', 'hurt', 'breathe')",1
"('sort', 'breathes', 'hurt')",1
"('treatment', 'sort', 'breathes')",1
"('breathing', 'treatment', 'sort')",1
"('shes', 'freaking', 'okay')",1
"('im', 'sure', 'need')",1
"('scarlet', 'calm', 'help')",1
"('sure', 'need', 'let')",1
"('get', 'scarlet', 'calm')",1
"('long', 'get', 'scarlet')",1
"('talk', 'long', 'get')",1
"('calm', 'talk', 'long')",1
"('needs', 'calm', 'talk')",1
"('night', 'needs', 'calm')",1
"('good', 'night', 'needs')",1
"('something', 'good', 'night')",1
"('lets', 'something', 'good')",1
"('child', 'lets', 'something')",1
"('make', 'child', 'lets')",1
"('going', 'make', 'child')",1
"('understand', 'thats', 'going')",1
"('let', 'understand', 'thats')",1
"('need', 'let', 'understand')",1
"('okay', 'youre', 'cool')",1
"('way', 'okay', 'youre')",1
"('clancy', 'way', 'okay')",1
"('dont', 'vehicle', 'dont')",1
"('take', 'anymore', 'dont')",1
"('cant', 'take', 'anymore')",1
"('throwing', 'cant', 'take')",1
"('migraine', 'throwing', 'cant')",1
"('night', 'migraine', 'throwing')",1
"('ive', 'night', 'migraine')",1
"('okay', 'ive', 'night')",1
"('floor', 'okay', 'ive')",1
"('flashlight', 'floor', 'okay')",1
"('head', 'flashlight', 'floor')",1
"('hit', 'head', 'flashlight')",1
"('would', 'hit', 'head')",1
"('yes', 'would', 'hit')",1
"('fell', 'yes', 'would')",1
"('head', 'fell', 'yes')",1
"('anymore', 'dont', 'vehicle')",1
"('vehicle', 'dont', 'vehicle')",1
"('said', 'hit', 'head')",1
"('dont', 'vehicle', 'nineyearold')",1
"('little', 'bled', 'little')",1
"('bleeding', 'little', 'bled')",1
"('like', 'bleeding', 'little')",1
"('anybody', 'like', 'bleeding')",1
"('dont', 'anybody', 'like')",1
"('alright', 'dont', 'anybody')",1
"('able', 'alright', 'dont')",1
"('might', 'able', 'alright')",1
"('okay', 'might', 'able')",1
"('tell', 'okay', 'might')",1
"('medics', 'able', 'tell')",1
"('know', 'medics', 'able')",1
"('dont', 'know', 'medics')",1
"('nineyearold', 'okay', 'dont')",1
"('vehicle', 'nineyearold', 'okay')",1
"('hit', 'head', 'fell')",1
"('fall', 'yes', 'okay')",1
"('bit', 'okay', 'okay')",1
"('everywhere', 'ever', 'since')",1
"('bad', 'ever', 'since')",1
"('real', 'bad', 'ever')",1
"('head', 'real', 'bad')",1
"('hitting', 'head', 'real')",1
"('floor', 'hitting', 'head')",1
"('hitting', 'floor', 'hitting')",1
"('passing', 'hitting', 'floor')",1
"('ended', 'passing', 'hitting')",1
"('dizzy', 'ended', 'passing')",1
"('got', 'dizzy', 'ended')",1
"('um', 'got', 'dizzy')",1
"('happened', 'um', 'got')",1
"('tara', 'tell', 'exactly')",1
"('okay', 'tara', 'tell')",1
"('badman', 'okay', 'tara')",1
"('puking', 'everywhere', 'ever')",1
"('puking', 'everywhere', 'ok')",1
"('made', 'fall', 'yes')",1
"('everywhere', 'ok', 'partner')",1
"('thats', 'made', 'fall')",1
"('busy', 'thats', 'made')",1
"('got', 'busy', 'thats')",1
"('okay', 'said', 'got')",1
"('41', 'okay', 'said')",1
"('kara', '41', 'okay')",1
"('old', 'kara', '41')",1
"('okay', 'old', 'kara')",1
"('dead', 'okay', 'old')",1
"('yes', 'dead', 'okay')",1
"('fell', 'yes', 'dead')",1
"('right', 'lose', 'consciousness')",1
"('okay', 'right', 'lose')",1
"('medics', 'started', 'im')",1
"('ok', 'partner', 'going')",1
"('bled', 'little', 'bit')",1
"('okay', 'okay', 'cut')",1
"('time', '7385', 'clancy')",1
"('811', 'bueller', 'drive')",1
"('medic', 'dispatched', '811')",1
"('dementia', 'okay', 'right')",1
"('behavior', 'dementia', 'okay')",1
"('erratic', 'behavior', 'dementia')",1
"('see', 'country', 'history')",1
"('travel', 'see', 'country')",1
"('sorry', 'travel', 'see')",1
"('im', 'sorry', 'travel')",1
"('theater', 'country', 'im')",1
"('appropriately', 'yeah', 'history')",1
"('getting', 'okay', 'respond')",1
"('anxiety', 'getting', 'okay')",1
"('like', 'anxiety', 'getting')",1
"('almost', 'like', 'anxiety')",1
"('thats', 'almost', 'like')",1
"('dispatched', '811', 'bueller')",1
"('bueller', 'drive', 'let')",1
"('around', 'neck', 'thats')",1
"('drive', 'let', 'rest')",1
"('one', 'time', '7385')",1
"('free', 'give', 'address')",1
"('moment', 'free', 'give')",1
"('hold', 'moment', 'free')",1
"('ohio', 'hold', 'moment')",1
"('westerville', 'ohio', 'hold')",1
"('way', 'westerville', 'ohio')",1
"('clancy', 'way', 'westerville')",1
"('emergency', '7385', 'clancy')",1
"('addressed', 'emergency', '7385')",1
"('phone', '911', 'whats')",1
"('fucking', 'phone', '911')",1
"('fucking', 'fucking', 'phone')",1
"('im', 'fucking', 'fucking')",1
"('thank', 'yep', 'yep')",1
"('neck', 'thats', 'almost')",1
"('heavy', 'around', 'neck')",1
"('okay', 'cut', 'work')",1
"('im', 'ok', 'medications')",1
"('im', 'yes', 'im')",1
"('yes', 'im', 'yes')",1
"('go', 'yes', 'im')",1
"('dont', 'go', 'yes')",1
"('unlocked', 'okay', 'okay')",1
"('position', 'door', 'unlocked')",1
"('comfortable', 'position', 'door')",1
"('route', 'keep', 'comfortable')",1
"('en', 'route', 'keep')",1
"('care', 'medics', 'en')",1
"('right', 'care', 'medics')",1
"('head', 'right', 'care')",1
"('hit', 'head', 'right')",1
"('work', 'hit', 'head')",1
"('cut', 'work', 'hit')",1
"('yes', 'im', 'ok')",1
"('ok', 'medications', 'could')",1
"('real', 'heavy', 'around')",1
"('medications', 'could', 'gather')",1
"('thank', 'thanks', 'like')",1
"('thank', 'thank', 'thanks')",1
"('get', 'us', 'call')",1
"('get', 'get', 'us')",1
"('worse', 'get', 'get')",1
"('sir', 'anything', 'change')",1
"('yes', 'sir', 'anything')",1
"('alright', 'yes', 'sir')",1
"('avenue', 'alright', 'yes')",1
"('park', 'avenue', 'alright')",1
"('around', '223', 'park')",1
"('medics', 'around', '223')",1
"('list', 'medics', 'around')",1
"('gather', 'list', 'medics')",1
"('could', 'gather', 'list')",1
"('arm', 'said', 'woke')",1
"('said', 'woke', 'kind')",1
"('woke', 'kind', 'hard')",1
"('yeah', 'partners', 'going')",1
"('city', 'delaware', 'old')",1
"('court', 'city', 'delaware')",1
"('fire', 'court', 'city')",1
"('welsh', 'fire', 'court')",1
"('82', 'welsh', 'fire')",1
"('medic', '82', 'welsh')",1
"('start', 'medic', '82')",1
"('right', 'yeah', 'partners')",1
"('illness', 'fell', 'little')",1
"('correct', 'conscious', 'right')",1
"('hospital', 'correct', 'conscious')",1
"('getting', 'hospital', 'correct')",1
"('fell', 'getting', 'hospital')",1
"('days', 'fell', 'getting')",1
"('couple', 'days', 'fell')",1
"('couch', 'couple', 'days')",1
"('delaware', 'old', 'uh')",1
"('old', 'uh', 'take')",1
"('uh', 'take', 'work')",1
"('take', 'work', 'im')",1
"('garage', 'day', 'called')",1
"('actually', 'fell', 'garage')",1
"('ground', 'actually', 'fell')",1
"('onto', 'ground', 'actually')",1
"('couch', 'onto', 'ground')",1
"('onto', 'couch', 'onto')",1
"('fall', 'onto', 'couch')",1
"('okay', 'fall', 'onto')",1
"('care', 'okay', 'fall')",1
"('yeah', 'take', 'care')",1
"('find', 'yeah', 'take')",1
"('75', 'find', 'yeah')",1
"('sorry', '75', 'find')",1
"('im', 'sorry', '75')",1
"('work', 'im', 'sorry')",1
"('laying', 'couch', 'couple')",1
"('day', 'laying', 'couch')",1
"('fell', 'day', 'laying')",1
"('yeah', 'roxana', 'michael')",1
"('delaware', 'name', 'yeah')",1
"('court', 'delaware', 'name')",1
"('walsher', 'court', 'delaware')",1
"('82', 'walsher', 'court')",1
"('court', '82', 'walsher')",1
"('welschar', 'court', '82')",1
"('82', 'welschar', 'court')",1
"('emergency', '82', 'welschar')",1
"('address', 'emergency', '82')",1
"('welcome', 'maam', 'byebye')",1
"('youre', 'welcome', 'maam')",1
"('much', 'thank', 'youre')",1
"('much', 'thank', 'right')",1
"('medics', 'way', 'alright')",1
"('hes', '80', 'years')",1
"('name', 'yeah', 'roxana')",1
"('roxana', 'michael', 'mikle')",1
"('fell', 'fell', 'day')",1
"('michael', 'mikle', 'okay')",1
"('pelvis', 'fell', 'fell')",1
"('broken', 'pelvis', 'fell')",1
"('hospital', 'broken', 'pelvis')",1
"('home', 'hospital', 'broken')",1
"('nursing', 'home', 'hospital')",1
"('gotten', 'nursing', 'home')",1
"('recently', 'gotten', 'nursing')",1
"('mine', 'recently', 'gotten')",1
"('friend', 'mine', 'recently')",1
"('exactly', 'friend', 'mine')",1
"('coming', 'exactly', 'friend')",1
"('7405130244', 'coming', 'exactly')",1
"('disconnected', '7405130244', 'coming')",1
"('case', 'disconnected', '7405130244')",1
"('mikle', 'okay', 'phone')",1
"('day', 'called', 'helped')",1
"('called', 'helped', 'get')",1
"('helped', 'get', 'house')",1
"('theyre', 'okay', 'stay')",1
"('dispatch', 'fire', 'department')",1
"('second', 'dispatch', 'fire')",1
"('one', 'second', 'dispatch')",1
"('rock', 'give', 'one')",1
"('talk', 'rock', 'give')",1
"('get', 'talk', 'rock')",1
"('pajamas', 'cant', 'get')",1
"('tends', 'pajamas', 'cant')",1
"('queen', 'tends', 'pajamas')",1
"('put', 'queen', 'tends')",1
"('get', 'put', 'queen')",1
"('change', 'get', 'put')",1
"('going', 'change', 'get')",1
"('wet', 'going', 'change')",1
"('pants', 'wet', 'going')",1
"('department', 'okay', 'theyre')",1
"('stay', 'line', 'thank')",1
"('see', 'obviously', 'pants')",1
"('line', 'thank', 'okay')",1
"('right', 'alright', 'complaining')",1
"('breath', 'right', 'alright')",1
"('commands', 'yeah', 'shes')",1
"('like', 'responding', 'follow')",1
"('follow', 'like', 'responding')",1
"('able', 'follow', 'like')",1
"('okay', 'able', 'follow')",1
"('fine', 'okay', 'able')",1
"('dispatcher', 'youre', 'fine')",1
"('911', 'dispatcher', 'youre')",1
"('fine', '911', 'dispatcher')",1
"('thats', 'fine', '911')",1
"('apologize', 'oh', 'thats')",1
"('back', 'apologize', 'oh')",1
"('im', 'back', 'apologize')",1
"('obviously', 'pants', 'wet')",1
"('nothing', 'see', 'obviously')",1
"('get', 'house', 'shes')",1
"('caused', 'fall', 'find')",1
"('uh', 'concrete', 'okay')",1
"('type', 'uh', 'concrete')",1
"('day', 'type', 'uh')",1
"('fell', 'day', 'type')",1
"('understand', 'fell', 'day')",1
"('couch', 'understand', 'fell')",1
"('laying', 'couch', 'understand')",1
"('lined', 'shes', 'laying')",1
"('material', 'lined', 'shes')",1
"('type', 'material', 'lined')",1
"('since', 'type', 'material')",1
"('ever', 'since', 'type')",1
"('laying', 'ever', 'since')",1
"('shes', 'laying', 'ever')",1
"('house', 'shes', 'laying')",1
"('concrete', 'okay', 'know')",1
"('fall', 'find', 'note')",1
"('cut', 'nothing', 'see')",1
"('find', 'note', 'toby')",1
"('bruises', 'cut', 'nothing')",1
"('deformities', 'bruises', 'cut')",1
"('like', 'deformities', 'bruises')",1
"('injuries', 'like', 'deformities')",1
"('aware', 'obvious', 'injuries')",1
"('im', 'aware', 'obvious')",1
"('consciousness', 'im', 'aware')",1
"('ear', 'consciousness', 'im')",1
"('left', 'ear', 'consciousness')",1
"('alright', 'left', 'ear')",1
"('okay', 'alright', 'left')",1
"('alcohol', 'okay', 'alright')",1
"('gordon', 'alcohol', 'okay')",1
"('toby', 'gordon', 'alcohol')",1
"('note', 'toby', 'gordon')",1
"('80', 'hes', '80')",1
"('hes', '80', 'hes')",1
"('said', 'hes', '80')",1
"('dehydrated', 'shes', 'getting')",1
"('im', 'getting', 'dehydrated')",1
"('think', 'im', 'getting')",1
"('bathroom', 'think', 'im')",1
"('go', 'bathroom', 'think')",1
"('one', 'go', 'bathroom')",1
"('think', 'one', 'go')",1
"('really', 'think', 'one')",1
"('know', 'really', 'think')",1
"('didnt', 'know', 'really')",1
"('bleeding', 'didnt', 'know')",1
"('hear', 'bleeding', 'didnt')",1
"('good', 'hear', 'bleeding')",1
"('im', 'good', 'hear')",1
"('confusion', 'im', 'good')",1
"('bleeding', 'confusion', 'im')",1
"('getting', 'dehydrated', 'shes')",1
"('shes', 'getting', 'good')",1
"('confusion', 'idea', 'bleeding')",1
"('getting', 'good', 'good')",1
"('diabetic', 'didnt', 'take')",1
"('know', 'diabetic', 'didnt')",1
"('medication', 'didnt', 'take')",1
"('said', 'medication', 'didnt')",1
"('said', 'said', 'medication')",1
"('kind', 'hear', 'said')",1
"('hear', 'kind', 'hear')",1
"('medication', 'hear', 'kind')",1
"('take', 'medication', 'hear')",1
"('need', 'take', 'medication')",1
"('didnt', 'need', 'take')",1
"('bye', 'didnt', 'need')",1
"('back', 'bye', 'didnt')",1
"('right', 'back', 'bye')",1
"('good', 'good', 'well')",1
"('idea', 'bleeding', 'confusion')",1
"('bleeding', 'confusion', 'idea')",1
"('diabetic', 'ill', 'put')",1
"('shes', 'pain', 'feels')",1
"('pain', 'spill', 'like')",1
"('many', 'pain', 'spill')",1
"('im', 'many', 'pain')",1
"('yeah', 'im', 'many')",1
"('huh', 'yeah', 'im')",1
"('uh', 'huh', 'yeah')",1
"('itspeaking', 'uh', 'huh')",1
"('appreciate', 'itspeaking', 'uh')",1
"('pain', 'appreciate', 'itspeaking')",1
"('pain', 'pain', 'appreciate')",1
"('sylvia', 'pain', 'pain')",1
"('pain', 'sylvia', 'pain')",1
"('pain', 'pain', 'sylvia')",1
"('kind', 'pain', 'pain')",1
"('okay', 'kind', 'pain')",1
"('spill', 'like', 'shes')",1
"('pain', 'feels', 'like')",1
"('right', 'unexplained', 'bleeding')",1
"('feels', 'like', 'cant')",1
"('idea', 'right', 'unexplained')",1
"('sylvia', 'idea', 'right')",1
"('fever', 'sylvia', 'idea')",1
"('know', 'fever', 'sylvia')",1
"('fever', 'know', 'fever')",1
"('experiencing', 'fever', 'know')",1
"('shes', 'experiencing', 'fever')",1
"('know', 'shes', 'experiencing')",1
"('traveling', 'alright', 'know')",1
"('done', 'traveling', 'alright')",1
"('alright', 'recently', 'done')",1
"('okay', 'alright', 'recently')",1
"('make', 'okay', 'alright')",1
"('cant', 'make', 'okay')",1
"('like', 'cant', 'make')",1
"('know', 'diabetic', 'ill')",1
"('ill', 'put', 'chat')",1
"('6149371356', 'said', 'hes')",1
"('okay', 'theres', 'nurse')",1
"('needs', 'reevaluated', 'okay')",1
"('definitely', 'needs', 'reevaluated')",1
"('chair', 'definitely', 'needs')",1
"('sitting', 'chair', 'definitely')",1
"('pleasant', 'sitting', 'chair')",1
"('hes', 'pleasant', 'sitting')",1
"('pain', 'hes', 'pleasant')",1
"('chest', 'pain', 'hes')",1
"('level', 'chest', 'pain')",1
"('higher', 'level', 'chest')",1
"('evaluated', 'higher', 'level')",1
"('need', 'evaluated', 'higher')",1
"('think', 'need', 'evaluated')",1
"('112', 'think', 'need')",1
"('162', '112', 'think')",1
"('reevaluated', 'okay', 'theres')",1
"('theres', 'nurse', 'nurse')",1
"('blood', 'pressure', '162')",1
"('nurse', 'nurse', 'practitioner')",1
"('number', '6149371356', 'said')",1
"('clinic', 'number', '6149371356')",1
"('number', 'clinic', 'number')",1
"('know', 'number', 'clinic')",1
"('number', 'dont', 'know')",1
"('phone', 'number', 'dont')",1
"('give', 'cell', 'phone')",1
"('lolita', 'ill', 'give')",1
"('name', 'lolita', 'ill')",1
"('calling', 'name', 'lolita')",1
"('needed', 'okay', 'name')",1
"('aed', 'needed', 'okay')",1
"('yeah', 'aed', 'needed')",1
"('practitioner', 'yeah', 'aed')",1
"('nurse', 'practitioner', 'yeah')",1
"('pressure', '162', '112')",1
"('wheezing', 'blood', 'pressure')",1
"('put', 'chat', 'shes')",1
"('emergency', '3488', 'seldum')",1
"('guys', 'youre', 'welcome')",1
"('around', 'guys', 'youre')",1
"('get', 'around', 'guys')",1
"('well', 'get', 'around')",1
"('right', 'well', 'get')",1
"('anything', 'let', 'medics')",1
"('meantime', 'dont', 'eat')",1
"('possible', 'meantime', 'dont')",1
"('comfortable', 'possible', 'meantime')",1
"('creighton', 'drive', 'rest')",1
"('guys', '9427', 'creighton')",1
"('route', 'guys', '9427')",1
"('diabetic', 'alright', 'theyre')",1
"('shes', 'diabetic', 'alright')",1
"('chat', 'shes', 'diabetic')",1
"('address', 'emergency', '3488')",1
"('3488', 'seldum', 'scene')",1
"('cough', 'wheezing', 'blood')",1
"('seldum', 'scene', 'road')",1
"('breath', 'cough', 'wheezing')",1
"('shortness', 'breath', 'cough')",1
"('today', 'little', 'bit')",1
"('came', 'today', 'little')",1
"('gentleman', 'came', 'today')",1
"('80yearold', 'gentleman', 'came')",1
"('got', '80yearold', 'gentleman')",1
"('weve', 'got', '80yearold')",1
"('store', 'ok', 'tell')",1
"('cvs', 'store', 'ok')",1
"('inside', 'cvs', 'store')",1
"('clinic', 'inside', 'cvs')",1
"('minute', 'clinic', 'inside')",1
"('road', 'minute', 'clinic')",1
"('scene', 'road', 'minute')",1
"('alright', 'complaining', 'pain')",1
"('fell', 'little', 'bit')",1
"('breathing', 'fast', 'okay')",1
"('ryan', 'father', 'passed')",1
"('sure', 'happened', 'exactly')",1
"('conscious', 'sure', 'happened')",1
"('hes', 'conscious', 'sure')",1
"('roll', 'back', 'head')",1
"('eyes', 'roll', 'back')",1
"('passed', 'eyes', 'roll')",1
"('father', 'passed', 'eyes')",1
"('going', 'ryan', 'father')",1
"('little', 'bit', 'fractured')",1
"('6149401224', 'okay', 'whats')",1
"('called', '6149401224', 'okay')",1
"('number', 'called', '6149401224')",1
"('ryan', 'whats', 'phone')",1
"('bartmuller', 'ryan', 'whats')",1
"('ryan', 'bartmuller', 'ryan')",1
"('sir', 'ryan', 'bartmuller')",1
"('happened', 'exactly', 'awake')",1
"('exactly', 'awake', 'alert')",1
"('alert', 'talking', 'yeah')",1
"('talking', 'yeah', 'channel')",1
"('father', 'uh', '70')",1
"('olds', 'father', 'uh')",1
"('guys', 'olds', 'father')",1
"('medics', 'guys', 'olds')",1
"('ryan', 'partners', 'gon')",1
"('okay', 'ryan', 'partners')",1
"('yep', 'okay', 'ryan')",1
"('clanny', 'yep', 'okay')",1
"('tannoy', 'clanny', 'yep')",1
"('well', 'tannoy', 'clanny')",1
"('clammy', 'well', 'tannoy')",1
"('tail', 'clammy', 'well')",1
"('sends', 'tail', 'clammy')",1
"('channel', 'sends', 'tail')",1
"('yeah', 'channel', 'sends')",1
"('name', 'sir', 'ryan')",1
"('8656', 'coldwater', 'drive')",1
"('emergency', '8656', 'coldwater')",1
"('wants', 'take', 'hospital')",1
"('cancel', 'okay', 'wants')",1
"('mean', 'cancel', 'okay')",1
"('want', 'mean', 'cancel')",1
"('shortly', 'want', 'mean')",1
"('route', 'shortly', 'want')",1
"('thematics', 'en', 'route')",1
"('dispatch', 'thematics', 'en')",1
"('mean', 'dispatch', 'thematics')",1
"('robert', 'mean', 'dispatch')",1
"('okay', 'robert', 'mean')",1
"('room', 'okay', 'robert')",1
"('take', 'emergency', 'room')",1
"('ill', 'take', 'emergency')",1
"('car', 'ill', 'take')",1
"('get', 'car', 'ill')",1
"('okay', 'wants', 'take')",1
"('take', 'hospital', 'thank')",1
"('address', 'emergency', '8656')",1
"('hospital', 'thank', 'okay')",1
"('yes', '911', 'whats')",1
"('almost', 'yes', '911')",1
"('follows', 'almost', 'yes')",1
"('second', 'follows', 'almost')",1
"('wait', 'second', 'follows')",1
"('okay', 'wait', 'second')",1
"('sure', 'thank', 'problem')",1
"('okay', 'sure', 'thank')",1
"('back', 'okay', 'sure')",1
"('take', 'anything', 'changes')",1
"('going', 'take', 'anything')",1
"('medics', 'know', 'youre')",1
"('robert', 'go', 'ahead')",1
"('right', 'robert', 'go')",1
"('okay', 'right', 'robert')",1
"('uh', '70', '70')",1
"('70', '70', 'mmhmm')",1
"('70', 'mmhmm', 'diabetic')",1
"('household', 'vaccinated', 'okay')",1
"('anybody', 'almost', 'household')",1
"('symptoms', 'anybody', 'almost')",1
"('else', 'household', 'covid')",1
"('anybody', 'else', 'household')",1
"('okay', 'anybody', 'else')",1
"('recently', 'okay', 'anybody')",1
"('country', 'recently', 'okay')",1
"('anywhere', 'state', 'country')",1
"('traveled', 'anywhere', 'state')",1
"('anywhere', 'traveled', 'anywhere')",1
"('pain', 'anywhere', 'traveled')",1
"('breathing', 'hes', 'complaining')",1
"('breath', 'trouble', 'breathing')",1
"('short', 'breath', 'trouble')",1
"('guys', 'short', 'breath')",1
"('almost', 'household', 'vaccinated')",1
"('vaccinated', 'okay', 'alright')",1
"('backwards', 'okay', 'weve')",1
"('unlocked', 'medic', 'unlock')",1
"('case', 'might', 'make')",1
"('drink', 'right', 'case')",1
"('eye', 'wouldnt', 'give')",1
"('keep', 'eye', 'wouldnt')",1
"('ahead', 'keep', 'eye')",1
"('sitting', 'perfect', 'go')",1
"('hes', 'sitting', 'perfect')",1
"('sitting', 'right', 'yeah')",1
"('guys', 'sitting', 'right')",1
"('ryan', 'guys', 'sitting')",1
"('tag', 'ryan', 'guys')",1
"('medical', 'tag', 'ryan')",1
"('wear', 'medical', 'tag')",1
"('unlock', 'okay', 'wear')",1
"('medic', 'unlock', 'okay')",1
"('dispatched', 'guys', 'short')",1
"('fell', 'backwards', 'okay')",1
"('mmhmm', 'diabetic', 'umm')",1
"('sick', 'weakness', 'looked')",1
"('passed', 'wearing', 'sick')",1
"('anything', 'passed', 'wearing')",1
"('complain', 'anything', 'passed')",1
"('um', 'complain', 'anything')",1
"('okay', 'um', 'complain')",1
"('okay', 'okay', 'um')",1
"('aware', 'okay', 'okay')",1
"('done', 'aware', 'okay')",1
"('ever', 'done', 'aware')",1
"('lunch', 'ever', 'done')",1
"('eating', 'lunch', 'ever')",1
"('passed', 'eating', 'lunch')",1
"('dont', 'passed', 'eating')",1
"('umm', 'dont', 'passed')",1
"('diabetic', 'umm', 'dont')",1
"('wearing', 'sick', 'weakness')",1
"('weakness', 'looked', 'pale')",1
"('back', 'fell', 'backwards')",1
"('looked', 'pale', 'acting')",1
"('rolled', 'back', 'fell')",1
"('shaking', 'eyes', 'rolled')",1
"('started', 'shaking', 'eyes')",1
"('sat', 'started', 'shaking')",1
"('bathroom', 'sat', 'started')",1
"('go', 'bathroom', 'sat')",1
"('need', 'go', 'bathroom')",1
"('might', 'need', 'go')",1
"('clammy', 'might', 'need')",1
"('felt', 'clammy', 'might')",1
"('said', 'felt', 'clammy')",1
"('strange', 'said', 'felt')",1
"('little', 'strange', 'said')",1
"('acting', 'little', 'strange')",1
"('pale', 'acting', 'little')",1
"('going', 'get', 'car')",1
"('shes', 'going', 'get')",1
"('said', 'shes', 'going')",1
"('five', 'hell', 'time')",1
"('oh', 'one', 'five')",1
"('three', 'oh', 'one')",1
"('four', 'three', 'oh')",1
"('ohio', 'four', 'three')",1
"('delaware', 'ohio', 'four')",1
"('address', '712', 'woodford')",1
"('whats', 'address', '712')",1
"('give', 'breath', 'okay')",1
"('cant', 'give', 'breath')",1
"('emergency', 'cant', 'give')",1
"('went', 'thank', 'bye')",1
"('open', 'went', 'thank')",1
"('door', 'open', 'went')",1
"('yeah', 'garage', 'door')",1
"('okay', 'yeah', 'garage')",1
"('one', 'five', 'hell')",1
"('hell', 'time', 'getting')",1
"('knocked', 'shortly', 'okay')",1
"('time', 'getting', 'breath')",1
