,Bigram,Frequency
957,"('head', 'okay')",12
958,"('weakness', 'nausea')",12
959,"('hes', 'fine')",12
960,"('change', 'get')",12
961,"('want', 'talk')",12
962,"('ahead', 'keep')",12
963,"('um', 'hes')",12
964,"('problem', 'goodbye')",12
965,"('right', 'know')",12
966,"('injured', 'need')",12
967,"('anywhere', 'else')",12
968,"('alright', 'let')",12
969,"('already', 'marked')",12
970,"('name', 'sir')",12
971,"('come', 'get')",12
972,"('see', 'okay')",12
973,"('good', 'night')",12
974,"('byebye', 'byebye')",12
975,"('right', 'anybody')",12
976,"('know', 'theyre')",12
977,"('door', 'yes')",12
978,"('im', 'actually')",12
979,"('way', 'yeah')",12
980,"('medics', 'okay')",12
981,"('back', 'bed')",12
982,"('recently', 'hospitalized')",12
983,"('okay', 'oxygen')",12
984,"('dont', 'really')",12
985,"('okay', 'inhaler')",12
986,"('know', 'like')",12
987,"('using', 'drugs')",12
988,"('problems', 'breathing')",12
989,"('like', 'two')",12
990,"('apply', 'pressure')",12
991,"('weve', 'already')",12
992,"('okay', 'last')",12
993,"('911', 'lets')",12
994,"('lot', 'pain')",12
995,"('anyone', 'covid')",12
996,"('next', 'door')",12
997,"('know', 'happened')",12
998,"('hes', 'back')",12
999,"('like', 'kind')",12
1000,"('think', 'know')",12
1001,"('well', 'partner')",12
1002,"('going', 'yeah')",12
1003,"('thank', 'yep')",12
1004,"('uh', 'dont')",12
1005,"('know', 'kind')",12
1006,"('bye', '911')",12
1007,"('addressed', 'emergency')",12
1008,"('doctor', 'said')",12
1009,"('hes', 'saying')",12
1010,"('probably', 'going')",12
1011,"('old', 'old')",12
1012,"('get', 'cant')",12
1013,"('getting', 'ready')",12
1014,"('right', 'beside')",12
1015,"('know', 'thats')",12
1016,"('could', 'go')",11
1017,"('ok', 'thats')",11
1018,"('alright', 'medics')",11
1019,"('got', 'lot')",11
1020,"('mean', 'dont')",11
1021,"('like', 'right')",11
1022,"('already', 'started')",11
1023,"('10', 'minutes')",11
1024,"('behavior', 'okay')",11
1025,"('like', 'really')",11
1026,"('cant', 'go')",11
1027,"('one', 'guys')",11
1028,"('take', 'hospital')",11
1029,"('get', 'get')",11
1030,"('heart', 'rate')",11
1031,"('calling', 'case')",11
1032,"('right', 'oh')",11
1033,"('way', 'south')",11
1034,"('back', 'house')",11
1035,"('calling', 'phone')",11
1036,"('yeah', 'youre')",11
1037,"('house', 'hes')",11
1038,"('give', 'medics')",11
1039,"('like', 'know')",11
1040,"('keeps', 'saying')",11
1041,"('tell', 'move')",11
1042,"('911', 'okay')",11
1043,"('getting', 'medic')",11
1044,"('tag', 'okay')",11
1045,"('around', 'okay')",11
1046,"('hes', 'supposed')",11
1047,"('okay', 'respond')",11
1048,"('anyone', 'home')",11
1049,"('right', 'youre')",11
1050,"('kensington', 'drive')",11
1051,"('trying', 'call')",11
1052,"('hes', 'trouble')",11
1053,"('one', 'okay')",11
1054,"('need', 'stay')",11
1055,"('know', 'got')",11
1056,"('dont', 'try')",11
1057,"('consciousness', 'okay')",11
1058,"('name', 'yeah')",11
1059,"('still', 'outside')",11
1060,"('officers', 'headed')",11
1061,"('south', 'sandusky')",11
1062,"('okay', 'understand')",11
1063,"('cant', 'see')",11
1064,"('someone', 'come')",11
1065,"('see', 'hes')",11
1066,"('house', 'yeah')",11
1067,"('got', 'got')",11
1068,"('breathing', 'anything')",11
1069,"('yes', 'phone')",11
1070,"('know', 'cant')",11
1071,"('okay', 'ever')",11
1072,"('okay', 'put')",11
1073,"('good', 'job')",11
1074,"('shes', 'talking')",11
1075,"('ridge', 'drive')",11
1076,"('phone', 'call')",11
1077,"('medical', 'history')",11
1078,"('back', 'pain')",11
1079,"('right', 'ok')",11
1080,"('door', 'right')",11
1081,"('okay', 'looks')",11
1082,"('ever', 'problem')",11
1083,"('breathe', 'okay')",11
1084,"('get', 'yeah')",11
1085,"('worse', 'get')",11
1086,"('cant', 'cant')",11
1087,"('sick', 'covid')",11
1088,"('okay', 'sure')",11
1089,"('bye', 'okay')",11
1090,"('help', 'im')",11
1091,"('well', 'thats')",11
1092,"('shes', 'shes')",11
1093,"('okay', 'got')",11
1094,"('sorry', 'say')",11
1095,"('oh', 'gosh')",11
1096,"('okay', 'patient')",11
1097,"('im', 'fine')",11
1098,"('unlocked', 'medics')",11
1099,"('okay', 'keep')",11
1100,"('comfortable', 'okay')",11
1101,"('breathe', 'well')",11
1102,"('old', 'husband')",11
1103,"('weapons', 'house')",11
1104,"('im', 'talking')",11
1105,"('yes', 'need')",11
1106,"('problem', 'okay')",11
1107,"('position', 'okay')",11
1108,"('tell', 'okay')",11
1109,"('real', 'bad')",11
1110,"('look', 'like')",11
1111,"('know', 'actually')",11
1112,"('three', 'weeks')",11
1113,"('going', 'dispatch')",11
1114,"('check', 'make')",11
1115,"('come', 'yeah')",11
1116,"('thank', '911')",11
1117,"('scene', 'safe')",11
1118,"('avenue', 'delaware')",11
1119,"('byebye', 'bye')",11
1120,"('didnt', 'hit')",11
1121,"('fell', 'hit')",11
1122,"('going', 'tonight')",11
1123,"('alright', 'weve')",11
1124,"('worse', 'go')",11
1125,"('way', 'thank')",11
1126,"('26', 'north')",11
1127,"('line', 'im')",11
1128,"('back', 'door')",11
1129,"('sorry', 'whats')",11
1130,"('medics', 'already')",11
1131,"('na', 'ask')",11
1132,"('sitting', 'right')",11
1133,"('well', 'go')",11
1134,"('35', 'lexington')",11
1135,"('name', 'linda')",11
1136,"('anybody', 'house')",11
1137,"('happened', 'im')",11
1138,"('right', 'next')",11
1139,"('getting', 'worse')",11
1140,"('since', 'youre')",11
1141,"('awake', 'yes')",11
1142,"('marked', 'route')",11
1143,"('feel', 'safe')",10
1144,"('started', 'medics')",10
1145,"('okay', 'doesnt')",10
1146,"('stay', 'calm')",10
1147,"('still', 'house')",10
1148,"('fall', 'yeah')",10
1149,"('okay', 'honey')",10
1150,"('anything', 'change')",10
1151,"('think', 'theyre')",10
1152,"('comfortable', 'dont')",10
1153,"('anybody', 'else')",10
1154,"('needs', 'medic')",10
1155,"('okay', 'alrighty')",10
1156,"('drive', 'apartment')",10
1157,"('okay', 'sit')",10
1158,"('broken', 'leg')",10
1159,"('okay', 'drooling')",10
1160,"('sorry', 'said')",10
1161,"('get', 'hes')",10
1162,"('alright', 'im')",10
1163,"('name', 'please')",10
1164,"('way', 'shes')",10
1165,"('thank', 'yes')",10
1166,"('get', 'door')",10
1167,"('theyre', 'gon')",10
1168,"('im', 'one')",10
1169,"('right', 'give')",10
1170,"('anyone', 'residence')",10
1171,"('get', 'one')",10
1172,"('country', 'okay')",10
1173,"('wife', 'fell')",10
1174,"('said', 'fell')",10
1175,"('got', 'bed')",10
1176,"('dont', 'come')",10
1177,"('okay', 'fell')",10
1178,"('station', 'road')",10
1179,"('okay', 'blood')",10
1180,"('north', 'old')",10
1181,"('oak', 'village')",10
1182,"('prior', 'falling')",10
1183,"('okay', 'feel')",10
1184,"('okay', 'shortness')",10
1185,"('serious', 'bleeding')",10
1186,"('phone', 'get')",10
1187,"('youre', 'good')",10
1188,"('police', 'officer')",10
1189,"('even', 'sides')",10
1190,"('already', 'dispatched')",10
1191,"('village', 'drive')",10
1192,"('theres', 'bunch')",10
1193,"('allergy', 'shot')",10
1194,"('dog', 'park')",10
1195,"('polaris', 'parkway')",10
1196,"('old', 'state')",10
1197,"('good', 'thank')",10
1198,"('immediately', 'theyre')",10
1199,"('fine', 'know')",10
1200,"('alright', 'old')",10
1201,"('sorry', 'thats')",10
1202,"('didnt', 'take')",10
1203,"('uh', 'uh')",10
1204,"('anybody', 'recently')",10
1205,"('im', 'telling')",10
1206,"('door', 'locked')",10
1207,"('okay', 'good')",10
1208,"('like', 'get')",10
1209,"('doctors', 'office')",10
1210,"('guys', 'know')",10
1211,"('um', 'like')",10
1212,"('got', 'pain')",10
1213,"('thats', 'completely')",10
1214,"('well', 'right')",10
1215,"('great', 'thank')",10
1216,"('ok', 'im')",10
1217,"('vaccinated', 'okay')",10
1218,"('conscious', 'able')",10
1219,"('unlocked', 'yeah')",10
1220,"('shes', 'saying')",10
1221,"('okay', 'hurt')",10
1222,"('problems', 'going')",10
1223,"('county', '911')",10
1224,"('know', 'would')",10
1225,"('get', 'chair')",10
1226,"('guys', 'okay')",10
1227,"('old', 'yes')",10
1228,"('know', 'name')",10
1229,"('breath', 'im')",10
1230,"('need', 'somebody')",10
1231,"('address', 'youre')",10
1232,"('partner', 'starting')",10
1233,"('hes', 'probably')",10
1234,"('bye', 'im')",10
1235,"('get', 'floor')",10
1236,"('name', 'thank')",10
1237,"('yes', 'cant')",10
1238,"('uh', 'yeah')",10
1239,"('really', 'weak')",10
1240,"('nothing', 'like')",10
1241,"('okay', 'weapons')",10
1242,"('said', 'cant')",10
1243,"('thats', 'correct')",10
1244,"('well', 'well')",10
1245,"('went', 'back')",10
1246,"('okay', 'recently')",10
1247,"('court', 'okay')",10
1248,"('months', 'ago')",10
1249,"('yeah', 'cant')",10
1250,"('yes', 'please')",10
1251,"('symptoms', 'shes')",10
1252,"('going', 'help')",10
1253,"('yes', 'said')",10
1254,"('help', 'yeah')",10
1255,"('wont', 'let')",10
1256,"('trying', 'take')",10
1257,"('mean', 'like')",10
1258,"('around', 'back')",10
1259,"('youre', 'saying')",10
1260,"('something', 'like')",10
1261,"('road', 'yes')",10
1262,"('breathe', 'short')",10
1263,"('able', 'help')",10
1264,"('yes', 'know')",10
1265,"('know', 'anything')",10
1266,"('name', 'carol')",10
1267,"('know', 'long')",10
1268,"('thats', 'ok')",10
1269,"('hi', 'im')",10
1270,"('severe', 'pain')",10
1271,"('pretty', 'bad')",10
1272,"('take', 'okay')",10
1273,"('pain', 'shes')",10
1274,"('hes', 'driving')",10
1275,"('dont', 'dont')",10
1276,"('well', 'got')",10
1277,"('westerville', 'ohio')",10
1278,"('hear', 'okay')",10
1279,"('way', 'need')",10
1280,"('right', 'ill')",10
1281,"('anybody', 'household')",10
1282,"('pain', 'pain')",10
1283,"('really', 'hard')",10
1284,"('happened', 'well')",10
1285,"('send', 'somebody')",10
1286,"('way', 'right')",10
1287,"('morning', 'okay')",10
1288,"('oh', 'youre')",10
1289,"('everythings', 'okay')",10
1290,"('ive', 'trying')",9
1291,"('going', 'put')",9
1292,"('walnut', 'street')",9
1293,"('okay', 'responding')",9
1294,"('okay', 'yep')",9
1295,"('hes', 'screaming')",9
1296,"('medic', 'dispatched')",9
1297,"('flat', 'back')",9
1298,"('trouble', 'anything')",9
1299,"('swallowing', 'okay')",9
1300,"('domestic', 'violence')",9
1301,"('hes', 'oxygen')",9
1302,"('yep', 'yep')",9
1303,"('old', 'mom')",9
1304,"('okay', 'say')",9
1305,"('sure', 'okay')",9
1306,"('okay', 'fall')",9
1307,"('partner', 'started')",9
1308,"('medic', 'okay')",9
1309,"('medications', 'give')",9
1310,"('name', 'robert')",9
1311,"('fell', 'like')",9
1312,"('theyve', 'already')",9
1313,"('somebody', 'else')",9
1314,"('right', 'anything')",9
1315,"('okay', 'obvious')",9
1316,"('right', 'weve')",9
1317,"('case', 'youre')",9
1318,"('youre', 'disconnected')",9
1319,"('complaining', 'pain')",9
1320,"('take', 'look')",9
1321,"('consciousness', 'know')",9
1322,"('guys', 'said')",9
1323,"('yeah', 'want')",9
1324,"('get', 'hospital')",9
1325,"('got', 'call')",9
1326,"('lower', 'back')",9
1327,"('covid', 'test')",9
1328,"('took', 'blood')",9
1329,"('okay', 'husband')",9
1330,"('right', 'thanks')",9
1331,"('happened', 'um')",9
1332,"('shes', 'drinking')",9
1333,"('hes', 'starting')",9
1334,"('okay', 'lose')",9
1335,"('couple', 'weeks')",9
1336,"('face', 'hit')",9
1337,"('correct', 'right')",9
1338,"('central', 'avenue')",9
1339,"('sounds', 'good')",9
1340,"('whens', 'last')",9
1341,"('ohio', 'whats')",9
1342,"('let', 'eat')",9
1343,"('yeah', 'go')",9
1344,"('get', 'ambulance')",9
1345,"('heart', 'attack')",9
1346,"('cancer', 'patient')",9
1347,"('woodford', 'way')",9
1348,"('get', 'house')",9
1349,"('6', '1')",9
1350,"('one', 'two')",9
1351,"('bye', 'byebye')",9
1352,"('way', 'keep')",9
1353,"('yep', 'theyre')",9
1354,"('thinks', 'shes')",9
1355,"('couple', 'hours')",9
1356,"('im', 'tired')",9
1357,"('shit', 'road')",9
1358,"('certain', 'door')",9
1359,"('home', 'road')",9
1360,"('way', 'stay')",9
1361,"('powell', 'police')",9
1362,"('get', 'first')",9
1363,"('sandusky', 'street')",9
1364,"('kind', 'like')",9
1365,"('rolling', 'meadows')",9
1366,"('20', 'minutes')",9
1367,"('well', 'cant')",9
1368,"('fell', 'cant')",9
1369,"('ask', 'smile')",9
1370,"('ago', 'hes')",9
1371,"('drive', 'whats')",9
1372,"('ask', 'okay')",9
1373,"('called', 'phone')",9
1374,"('gather', 'list')",9
1375,"('think', 'im')",9
1376,"('back', 'way')",9
1377,"('okay', 'stay')",9
1378,"('got', 'back')",9
1379,"('list', 'medics')",9
1380,"('night', 'okay')",9
1381,"('ill', 'put')",9
1382,"('thats', 'something')",9
1383,"('didnt', 'say')",9
1384,"('going', 'say')",9
1385,"('go', 'go')",9
1386,"('number', 'yes')",9
1387,"('bleeding', 'anything')",9
1388,"('resident', 'fell')",9
1389,"('emergency', 'need')",9
1390,"('right', 'door')",9
1391,"('could', 'come')",9
1392,"('emergency', 'oh')",9
1393,"('awake', 'breathing')",9
1394,"('fine', 'shes')",9
1395,"('na', 'help')",9
1396,"('nurse', 'im')",9
1397,"('unless', 'youre')",9
1398,"('somebody', 'come')",9
1399,"('yeah', 'hi')",9
1400,"('breathing', 'ok')",9
1401,"('conscious', 'okay')",9
1402,"('breathe', 'yeah')",9
1403,"('feeling', 'like')",9
1404,"('chair', 'okay')",9
1405,"('able', 'put')",9
1406,"('number', 'one')",9
1407,"('back', 'hurts')",9
1408,"('house', 'im')",9
1409,"('okay', 'couple')",9
1410,"('want', 'come')",9
1411,"('need', 'take')",9
1412,"('bad', 'okay')",9
1413,"('hes', 'old')",9
1414,"('medics', 'guys')",9
1415,"('symptoms', 'household')",9
1416,"('think', 'needs')",9
1417,"('unlocked', 'okay')",9
1418,"('creek', 'drive')",9
1419,"('right', 'partner')",9
1420,"('fell', 'back')",9
1421,"('next', 'week')",9
1422,"('hurting', 'breathe')",9
1423,"('lung', 'cancer')",9
1424,"('heart', 'failure')",9
1425,"('okay', 'take')",9
1426,"('talk', 'full')",9
1427,"('bradford', 'court')",9
1428,"('called', 'guys')",9
1429,"('going', 'resident')",9
1430,"('mom', 'fell')",9
1431,"('3971', 'bradford')",9
1432,"('ive', 'never')",9
1433,"('didnt', 'lose')",9
1434,"('okay', 'ive')",9
1435,"('columbus', 'pike')",9
1436,"('fall', 'standing')",9
1437,"('breathing', 'dont')",9
1438,"('help', 'en')",9
1439,"('today', 'yeah')",9
1440,"('cant', 'lift')",9
1441,"('like', 'dont')",9
1442,"('sure', 'everythings')",9
1443,"('either', 'covid')",9
1444,"('right', 'cant')",9
1445,"('know', 'theres')",9
1446,"('name', 'youre')",9
1447,"('cant', 'hear')",9
1448,"('name', 'names')",9
1449,"('allow', 'rest')",9
1450,"('diabetic', 'okay')",9
1451,"('route', 'anything')",9
1452,"('alright', 'partner')",9
1453,"('coming', 'back')",9
1454,"('okay', 'medic')",9
1455,"('medications', 'gather')",9
1456,"('head', 'yeah')",9
1457,"('name', 'mary')",9
1458,"('okay', 'sorry')",9
1459,"('emergency', '26')",9
1460,"('please', 'please')",9
1461,"('cost', 'fever')",9
1462,"('going', 'try')",9
1463,"('starting', 'get')",9
1464,"('im', 'sitting')",9
1465,"('know', 'going')",9
1466,"('phone', 'im')",9
1467,"('back', 'need')",9
1468,"('theyve', 'got')",9
1469,"('questions', 'old')",9
1470,"('pretty', 'sure')",9
1471,"('breathing', 'fine')",9
1472,"('want', 'rest')",9
1473,"('got', 'really')",9
1474,"('sitting', 'chair')",9
1475,"('side', 'okay')",9
1476,"('sir', 'okay')",9
1477,"('many', 'stairs')",8
1478,"('happen', 'okay')",8
1479,"('immediately', 'ok')",8
1480,"('consciousness', 'didnt')",8
1481,"('hes', 'known')",8
1482,"('injuries', 'see')",8
1483,"('id', 'like')",8
1484,"('hes', 'diabetic')",8
1485,"('already', 'medics')",8
1486,"('anybody', 'need')",8
1487,"('still', 'okay')",8
1488,"('call', 'guys')",8
1489,"('london', 'road')",8
1490,"('welcome', 'thank')",8
1491,"('separated', 'right')",8
1492,"('go', 'check')",8
1493,"('road', 'im')",8
1494,"('officer', 'thats')",8
1495,"('alright', 'um')",8
1496,"('going', 'make')",8
1497,"('right', 'away')",8
1498,"('another', 'call')",8
1499,"('oh', 'right')",8
1500,"('right', 'shortness')",8
1501,"('position', 'nothing')",8
1502,"('north', 'franklin')",8
1503,"('going', 'covid')",8
1504,"('calling', 'im')",8
1505,"('drive', 'name')",8
1506,"('emergency', 'squad')",8
1507,"('complain', 'pain')",8
1508,"('wanted', 'make')",8
1509,"('going', 'work')",8
1510,"('called', '911')",8
1511,"('officer', 'come')",8
1512,"('um', 'uh')",8
1513,"('give', 'paramedics')",8
1514,"('pain', 'hes')",8
1515,"('see', 'emergency')",8
1516,"('fall', 'know')",8
1517,"('said', 'call')",8
1518,"('felt', 'like')",8
1519,"('park', 'circle')",8
1520,"('feel', 'pain')",8
1521,"('youre', 'taking')",8
1522,"('thank', 'well')",8
1523,"('floor', 'cant')",8
1524,"('know', 'took')",8
1525,"('couldnt', 'get')",8
1526,"('cant', 'hardly')",8
1527,"('difficulty', 'swallowing')",8
1528,"('everything', 'going')",8
1529,"('1330', 'hanover')",8
1530,"('hanover', 'road')",8
1531,"('pretty', 'much')",8
1532,"('guys', 'get')",8
1533,"('okay', 'gather')",8
1534,"('started', 'questions')",8
1535,"('number', 'please')",8
1536,"('yeah', 'think')",8
1537,"('coming', 'medics')",8
1538,"('get', 'know')",8
1539,"('bowel', 'movement')",8
1540,"('fell', 'fell')",8
1541,"('west', 'orange')",8
1542,"('orange', 'road')",8
1543,"('going', 'able')",8
1544,"('shes', 'weak')",8
1545,"('67', 'west')",8
1546,"('west', 'fountain')",8
1547,"('ankle', 'swollen')",8
1548,"('said', 'got')",8
1549,"('yes', 'dont')",8
1550,"('please', 'hurry')",8
1551,"('couple', 'guys')",8
1552,"('hi', 'delaware')",8
1553,"('open', 'eyes')",8
1554,"('house', 'yes')",8
1555,"('good', 'good')",8
1556,"('right', 'leg')",8
1557,"('try', 'stay')",8
1558,"('let', 'anything')",8
1559,"('got', 'hospital')",8
1560,"('right', 'try')",8
1561,"('poop', 'poop')",8
1562,"('back', 'patio')",8
1563,"('got', 'allergy')",8
1564,"('thats', 'think')",8
1565,"('call', '411')",8
1566,"('going', 'trouble')",8
1567,"('bedroom', 'okay')",8
1568,"('walking', 'around')",8
1569,"('says', 'hes')",8
1570,"('really', 'know')",8
1571,"('want', 'keep')",8
1572,"('anywhere', 'pain')",8
1573,"('started', 'okay')",8
1574,"('try', 'move')",8
1575,"('lot', 'help')",8
1576,"('access', 'weapons')",8
1577,"('aware', 'okay')",8
1578,"('saying', 'hes')",8
1579,"('hes', 'drunk')",8
1580,"('name', 'dont')",8
1581,"('another', 'one')",8
1582,"('appear', 'short')",8
1583,"('okay', 'far')",8
1584,"('started', 'us')",8
1585,"('suffering', 'cough')",8
1586,"('name', 'john')",8
1587,"('get', 'let')",8
1588,"('recently', 'ordered')",8
1589,"('100', 'georgetown')",8
1590,"('name', 'real')",8
1591,"('youre', 'breathing')",8
1592,"('old', '79')",8
1593,"('79', 'okay')",8
1594,"('okay', 'hear')",8
1595,"('heading', 'way')",8
1596,"('hes', 'walking')",8
1597,"('thats', 'hes')",8
1598,"('right', 'would')",8
1599,"('call', 'see')",8
1600,"('dont', 'remove')",8
1601,"('mean', 'shes')",8
1602,"('right', 'partners')",8
1603,"('speak', 'okay')",8
1604,"('shes', 'hard')",8
1605,"('extended', 'period')",8
1606,"('go', 'anywhere')",8
1607,"('know', 'get')",8
1608,"('guys', 'able')",8
1609,"('put', 'mask')",8
1610,"('shes', 'good')",8
1611,"('okay', 'could')",8
1612,"('get', 'right')",8
1613,"('symptoms', 'house')",8
1614,"('squad', 'come')",8
1615,"('well', 'anything')",8
1616,"('assisted', 'living')",8
1617,"('coming', 'exactly')",8
1618,"('fell', 'yeah')",8
1619,"('sort', 'breath')",8
