,Bigram,Frequency
5673,"('honey', 'doesnt')",1
5674,"('racing', 'honey')",1
5675,"('theres', 'heart')",1
5676,"('racing', 'theres')",1
5677,"('rates', 'racing')",1
5678,"('heart', 'rates')",1
5679,"('educated', 'feel')",1
5680,"('terribly', 'educated')",1
5681,"('hes', 'terribly')",1
5682,"('warm', 'hes')",1
5683,"('hes', 'warm')",1
5684,"('well', 'hes')",1
5685,"('profusely', 'hi')",1
5686,"('shots', 'nausea')",1
5687,"('back', 'hospital')",1
5688,"('hospital', '2000')",1
5689,"('2000', '16')",1
5690,"('mean', 'pacemaker')",1
5691,"('chest', 'implant')",1
5692,"('aint', 'chest')",1
5693,"('heavy', 'aint')",1
5694,"('im', 'heavy')",1
5695,"('happened', 'im')",1
5696,"('virginia', 'tell')",1
5697,"('frick', 'virginia')",1
5698,"('virginia', 'frick')",1
5699,"('name', 'virginia')",1
5700,"('2', 'okay')",1
5701,"('3', '2')",1
5702,"('9', '3')",1
5703,"('8', '9')",1
5704,"('allie', '8')",1
5705,"('88', 'allie')",1
5706,"('24', '88')",1
5707,"('like', '24')",1
5708,"('calling', 'like')",1
5709,"('time', '9182')",1
5710,"('say', 'address')",1
5711,"('vegetative', 'okay')",1
5712,"('7', 'vegetative')",1
5713,"('inski', '7')",1
5714,"('emergency', 'inski')",1
5715,"('911', 'emergency')",1
5716,"('back', 'alrighty')",1
5717,"('welcome', 'anything')",1
5718,"('south', 'youre')",1
5719,"('way', 'south')",1
5720,"('implant', 'mean')",1
5721,"('pacemaker', 'implant')",1
5722,"('way', '121')",1
5723,"('implant', 'id')",1
5724,"('fine', 'dr')",1
5725,"('think', 'fine')",1
5726,"('talking', 'yes')",1
5727,"('talking', 'youre')",1
5728,"('damn', 'close')",1
5729,"('97', 'damn')",1
5730,"('going', '97')",1
5731,"('yeah', 'going')",1
5732,"('ninetysix', 'okay')",1
5733,"('ninetysix', 'ninetysix')",1
5734,"('old', 'ninetysix')",1
5735,"('virginia', 'old')",1
5736,"('okay', 'virginia')",1
5737,"('perfect', 'front')",1
5738,"('partially', 'perfect')",1
5739,"('unlocked', 'partially')",1
5740,"('turn', 'door')",1
5741,"('well', 'turn')",1
5742,"('medic', 'right')",1
5743,"('dispatching', 'medic')",1
5744,"('discuss', 'okay')",1
5745,"('talk', 'discuss')",1
5746,"('medic', 'able')",1
5747,"('okay', 'medic')",1
5748,"('doctor', 'okay')",1
5749,"('thats', 'doctor')",1
5750,"('heart', 'thats')",1
5751,"('ross', 'heart')",1
5752,"('go', 'ross')",1
5753,"('121', 'willowbrook')",1
5754,"('said', 'medics')",1
5755,"('dowd', 'good')",1
5756,"('sit', 'says')",1
5757,"('mean', 'great')",1
5758,"('sit', 'mean')",1
5759,"('greg', 'okay')",1
5760,"('pain', 'greg')",1
5761,"('um', 'back')",1
5762,"('pain', 'um')",1
5763,"('complain', 'back')",1
5764,"('okay', 'complain')",1
5765,"('cialis', 'okay')",1
5766,"('nitro', 'okay')",1
5767,"('takes', 'nitro')",1
5768,"('um', 'takes')",1
5769,"('aspirin', 'um')",1
5770,"('aspirin', 'pain')",1
5771,"('foxes', 'pain')",1
5772,"('theyre', 'foxes')",1
5773,"('tell', 'okay')",1
5774,"('didnt', 'tell')",1
5775,"('tell', 'experiencing')",1
5776,"('um', 'didnt')",1
5777,"('see', 'sweating')",1
5778,"('complained', 'see')",1
5779,"('vomiting', 'complained')",1
5780,"('breathing', 'ok')",1
5781,"('fine', 'breathing')",1
5782,"('ask', 'thats')",1
5783,"('cant', 'ask')",1
5784,"('room', 'cant')",1
5785,"('left', 'room')",1
5786,"('great', 'sit')",1
5787,"('says', 'sit')",1
5788,"('plavix', 'back')",1
5789,"('okay', 'hell')",1
5790,"('im', 'plavix')",1
5791,"('bye', 'take')",1
5792,"('aspirin', 'bye')",1
5793,"('9', 'take')",1
5794,"('profusely', '9')",1
5795,"('wedding', 'profusely')",1
5796,"('dizzy', 'wedding')",1
5797,"('getting', 'dizzy')",1
5798,"('vomiting', 'getting')",1
5799,"('one', 'nauseated')",1
5800,"('starting', 'get')",1
5801,"('breath', 'starting')",1
5802,"('brad', 'okay')",1
5803,"('brad', 'thank')",1
5804,"('aware', 'thank')",1
5805,"('move', 'oh')",1
5806,"('goodbye', 'yep')",1
5807,"('say', 'goodbye')",1
5808,"('disconnecting', 'okay')",1
5809,"('im', 'comfortable')",1
5810,"('disconnecting', 'im')",1
5811,"('phone', 'comfortable')",1
5812,"('seated', 'anybody')",1
5813,"('around', 'remain')",1
5814,"('like', 'walking')",1
5815,"('like', 'anything')",1
5816,"('loosen', 'anything')",1
5817,"('clothing', 'loosen')",1
5818,"('hell', 'sit')",1
5819,"('dr', 'dowd')",1
5820,"('good', 'implant')",1
5821,"('panicking', 'yeah')",1
5822,"('okay', 'youve')",1
5823,"('fire', 'ant')",1
5824,"('use', 'fire')",1
5825,"('wouldnt', 'use')",1
5826,"('wish', 'wouldnt')",1
5827,"('drive', 'wish')",1
5828,"('okay', '9182')",1
5829,"('virginia', 'weve')",1
5830,"('well', 'virginia')",1
5831,"('understand', 'okay')",1
5832,"('understand', 'understand')",1
5833,"('alive', 'understand')",1
5834,"('keeping', 'alive')",1
5835,"('yes', 'keeping')",1
5836,"('keeping', 'okay')",1
5837,"('working', 'keeping')",1
5838,"('okay', 'working')",1
5839,"('implant', 'okay')",1
5840,"('paper', 'implant')",1
5841,"('implant', 'paper')",1
5842,"('regulated', 'implant')",1
5843,"('rate', 'regulated')",1
5844,"('youre', 'cold')",1
5845,"('oh', 'youre')",1
5846,"('cold', 'oh')",1
5847,"('im', 'cold')",1
5848,"('sweating', 'im')",1
5849,"('tried', 'okay')",1
5850,"('think', 'tried')",1
5851,"('one', 'passes')",1
5852,"('ant', 'okay')",1
5853,"('youve', 'got')",1
5854,"('didnt', 'much')",1
5855,"('got', 'front')",1
5856,"('please', '6143894105')",1
5857,"('call', 'please')",1
5858,"('front', 'call')",1
5859,"('david', 'front')",1
5860,"('name', 'david')",1
5861,"('whats', 'first')",1
5862,"('hey', 'whats')",1
5863,"('understand', 'hey')",1
5864,"('hills', 'understand')",1
5865,"('shawnee', 'hills')",1
5866,"('shawnee', 'shawnee')",1
5867,"('trail', '9330')",1
5868,"('shawnee', 'trail')",1
5869,"('huh', '9330')",1
5870,"('address', 'huh')",1
5871,"('wife', 'may')",1
5872,"('think', 'wife')",1
5873,"('emergency', 'think')",1
5874,"('sorry', 'anything')",1
5875,"('imagine', 'im')",1
5876,"('oh', 'imagine')",1
5877,"('uncomfortable', 'oh')",1
5878,"('im', 'uncomfortable')",1
5879,"('position', 'okay')",1
5880,"('keep', 'comfortable')",1
5881,"('well', 'keep')",1
5882,"('robe', 'im')",1
5883,"('take', 'robe')",1
5884,"('unlocked', 'didnt')",1
5885,"('much', 'good')",1
5886,"('ok', 'didnt')",1
5887,"('implant', 'ive')",1
5888,"('anyway', 'got')",1
5889,"('legs', 'forth')",1
5890,"('neuropathy', 'legs')",1
5891,"('balanced', 'neuropathy')",1
5892,"('morning', 'balanced')",1
5893,"('gradually', 'well')",1
5894,"('sudden', 'kind')",1
5895,"('started', 'sudden')",1
5896,"('didnt', 'okay')",1
5897,"('away', 'didnt')",1
5898,"('started', 'go')",1
5899,"('great', 'started')",1
5900,"('itd', 'great')",1
5901,"('thought', 'itd')",1
5902,"('whole', 'chest')",1
5903,"('like', 'whole')",1
5904,"('rib', 'kind')",1
5905,"('room', 'rib')",1
5906,"('like', 'room')",1
5907,"('chest', 'well')",1
5908,"('cant', 'okay')",1
5909,"('wait', 'cant')",1
5910,"('id', 'wait')",1
5911,"('thought', 'id')",1
5912,"('ago', 'thought')",1
5913,"('start', '30')",1
5914,"('start', 'start')",1
5915,"('ship', 'right')",1
5916,"('flying', 'ship')",1
5917,"('ive', 'flying')",1
5918,"('forth', 'anyway')",1
5919,"('morning', 'feeling')",1
5920,"('aspirin', 'ok')",1
5921,"('id', 'really')",1
5922,"('took', 'baby')",1
5923,"('ok', 'took')",1
5924,"('far', 'ok')",1
5925,"('vomiting', 'far')",1
5926,"('ok', 'nausea')",1
5927,"('wanted', 'sure')",1
5928,"('sound', 'wanted')",1
5929,"('dont', 'sound')",1
5930,"('think', 'okay')",1
5931,"('pretty', 'constant')",1
5932,"('breathe', 'pretty')",1
5933,"('ok', 'chair')",1
5934,"('ribs', 'back')",1
5935,"('wednesday', 'ribs')",1
5936,"('happy', 'wednesday')",1
5937,"('normal', 'happy')",1
5938,"('thats', 'normal')",1
5939,"('else', 'thats')",1
5940,"('virginia', 'pain')",1
5941,"('alright', 'virginia')",1
5942,"('entire', 'chest')",1
5943,"('pains', 'entire')",1
5944,"('small', 'pains')",1
5945,"('started', 'small')",1
5946,"('sudden', 'started')",1
5947,"('still', 'sudden')",1
5948,"('dizzy', 'still')",1
5949,"('really', 'dizzy')",1
5950,"('really', 'good')",1
5951,"('breathing', 'left')",1
5952,"('hes', 'panicking')",1
5953,"('16', 'believe')",1
5954,"('think', 'chest')",1
5955,"('hes', 'getting')",1
5956,"('afternoon', 'hes')",1
5957,"('got', 'afternoon')",1
5958,"('since', 'got')",1
5959,"('hes', 'since')",1
5960,"('heard', 'talking')",1
5961,"('okay', 'heard')",1
5962,"('90', 'okay')",1
5963,"('hes', '90')",1
5964,"('husband', 'okay')",1
5965,"('byebye', 'okay')",1
5966,"('3691751', 'byebye')",1
5967,"('okay', '3691751')",1
5968,"('3691751', 'okay')",1
5969,"('bob', '3691751')",1
5970,"('number', 'bob')",1
5971,"('blank', 'whats')",1
5972,"('went', 'blank')",1
5973,"('nobody', 'went')",1
5974,"('god', 'nobody')",1
5975,"('number', 'god')",1
5976,"('zeller', 'whats')",1
5977,"('sorry', 'name')",1
5978,"('school', 'im')",1
5979,"('high', 'school')",1
5980,"('half', 'high')",1
5981,"('right', 'half')",1
5982,"('delaware', 'right')",1
5983,"('coventry', 'road')",1
5984,"('worse', 'think')",1
5985,"('hes', 'lightheaded')",1
5986,"('address', '14')",1
5987,"('lightheaded', 'hardly')",1
5988,"('come', 'city')",1
5989,"('excited', 'come')",1
5990,"('becomesuries', 'excited')",1
5991,"('lucia', 'becomesuries')",1
5992,"('start', 'lucia')",1
5993,"('think', 'yes')",1
5994,"('room', 'think')",1
5995,"('walking', 'living')",1
5996,"('time', 'walking')",1
5997,"('got', 'hard')",1
5998,"('afternoon', 'got')",1
5999,"('nap', 'afternoon')",1
6000,"('took', 'nap')",1
6001,"('went', 'took')",1
6002,"('well', 'went')",1
6003,"('good', 'well')",1
6004,"('sort', 'good')",1
6005,"('gradual', 'sort')",1
6006,"('past', 'sudden')",1
6007,"('couple', 'past')",1
6008,"('guys', 'heart')",1
6009,"('see', 'guys')",1
6010,"('yes', 'see')",1
6011,"('hug', 'yes')",1
6012,"('yes', 'hug')",1
6013,"('problems', 'problems')",1
6014,"('chest', 'hurts')",1
6015,"('doesnt', 'say')",1
6016,"('stand', 'doesnt')",1
6017,"('14', 'coventry')",1
6018,"('husband', 'heart')",1
6019,"('moment', 'right')",1
6020,"('almost', '20')",1
6021,"('hour', 'calling')",1
6022,"('let', 'half')",1
6023,"('timing', 'half')",1
6024,"('ive', 'timing')",1
6025,"('see', 'ive')",1
6026,"('identify', 'time')",1
6027,"('suddenly', 'identify')",1
6028,"('shower', 'came')",1
6029,"('got', 'shower')",1
6030,"('shower', 'got')",1
6031,"('took', 'shower')",1
6032,"('gradually', 'took')",1
6033,"('todays', 'pain')",1
6034,"('2016', 'todays')",1
6035,"('2016', '2016')",1
6036,"('couldnt', '2016')",1
6037,"('say', 'couldnt')",1
6038,"('yes', 'say')",1
6039,"('event', 'yes')",1
6040,"('another', 'event')",1
6041,"('yes', 'another')",1
6042,"('related', 'well')",1
6043,"('heart', 'related')",1
6044,"('time', 'heart')",1
6045,"('spin', 'time')",1
6046,"('put', 'spin')",1
6047,"('could', 'put')",1
6048,"('however', 'could')",1
6049,"('believe', 'however')",1
6050,"('calling', 'almost')",1
6051,"('20', '5')",1
6052,"('zeller', 'husband')",1
6053,"('5', 'thank')",1
6054,"('emergency', 'name')",1
6055,"('sure', '911')",1
6056,"('think', 'heart')",1
6057,"('back', 'think')",1
6058,"('hurting', 'back')",1
6059,"('today', 'hurting')",1
6060,"('nothing', 'back')",1
6061,"('drugs', 'nothing')",1
6062,"('tunnel', 'taken')",1
6063,"('blood', 'tunnel')",1
6064,"('also', 'blood')",1
6065,"('aspirin', 'well')",1
6066,"('alright', 'take')",1
6067,"('beating', 'okay')",1
6068,"('feel', 'beating')",1
6069,"('said', 'feel')",1
6070,"('rate', 'said')",1
6071,"('today', 'rapid')",1
6072,"('fan', 'today')",1
6073,"('perfume', 'fan')",1
6074,"('sweating', 'perfume')",1
6075,"('bass', 'nausea')",1
6076,"('sing', 'bass')",1
6077,"('doesnt', 'sing')",1
6078,"('lying', 'doesnt')",1
6079,"('shes', 'lying')",1
6080,"('sure', 'shes')",1
6081,"('moves', 'thank')",1
6082,"('thank', 'feel')",1
6083,"('city', 'moment')",1
6084,"('right', 'love')",1
6085,"('morning', 'okay')",1
6086,"('couldnt', 'hear')",1
6087,"('calm', 'go')",1
6088,"('greg', 'calm')",1
6089,"('greg', 'greg')",1
6090,"('bye', 'greg')",1
6091,"('know', 'bye')",1
6092,"('better', 'let')",1
6093,"('feel', 'better')",1
6094,"('starts', 'feel')",1
6095,"('tell', 'starts')",1
6096,"('check', 'tell')",1
6097,"('medics', 'want')",1
6098,"('talking', 'right')",1
6099,"('ok', 'conscious')",1
6100,"('took', 'another')",1
6101,"('okay', 'took')",1
6102,"('na', 'take')",1
6103,"('minutes', 'okay')",1
6104,"('one', 'five')",1
6105,"('said', 'yes')",1
6106,"('ever', 'take')",1
6107,"('helping', 'okay')",1
6108,"('nitroglycerin', 'helping')",1
6109,"('one', 'nitroglycerin')",1
6110,"('likely', 'said')",1
6111,"('attack', 'likely')",1
6112,"('says', 'hes')",1
6113,"('husband', 'says')",1
6114,"('mcclellan', 'okay')",1
6115,"('erin', 'mcclellan')",1
6116,"('ahead', 'couldnt')",1
6117,"('hear', 'old')",1
6118,"('8150727', 'name')",1
6119,"('old', 'thank')",1
6120,"('30', 'morning')",1
6121,"('7', '30')",1
6122,"('start', '7')",1
6123,"('started', 'time')",1
6124,"('greg', 'yeah')",1
6125,"('suddenly', 'greg')",1
6126,"('lingering', 'come')",1
6127,"('like', 'lingering')",1
6128,"('task', 'come')",1
6129,"('middle', 'task')",1
6130,"('specifically', 'middle')",1
6131,"('like', 'specifically')",1
6132,"('thats', 'located')",1
6133,"('chest', 'know')",1
6134,"('sorry', 'pain')",1
6135,"('scad', 'okay')",1
6136,"('called', 'scad')",1
6137,"('condition', 'called')",1
6138,"('said', 'condition')",1
6139,"('9th', 'okay')",1
6140,"('april', '9th')",1
6141,"('like', 'april')",1
6142,"('know', 'like')",1
6143,"('like', 'yes')",1
6144,"('attack', 'anything')",1
6145,"('greg', 'heart')",1
6146,"('way', 'greg')",1
6147,"('remind', 'help')",1
6148,"('okay', 'remind')",1
6149,"('name', 'erin')",1
6150,"('remember', '8150727')",1
6151,"('love', 'tastes')",1
6152,"('want', 'ask')",1
6153,"('check', 'heartbreak')",1
6154,"('rate', 'want')",1
6155,"('rabbit', 'heart')",1
6156,"('ask', 'rabbit')",1
6157,"('thank', 'ask')",1
6158,"('profusely', 'right')",1
6159,"('yet', 'seem')",1
6160,"('knowledge', 'youre')",1
6161,"('please', 'knowledge')",1
6162,"('right', 'please')",1
6163,"('breathe', 'right')",1
6164,"('struggling', 'breathe')",1
6165,"('hes', 'struggling')",1
6166,"('ryan', 'okay')",1
6167,"('okay', 'ryan')",1
6168,"('oh', 'breathe')",1
6169,"('around', 'oh')",1
6170,"('lightheaded', 'okay')",1
6171,"('aids', 'lightheaded')",1
6172,"('pain', 'aids')",1
6173,"('else', 'dont')",1
6174,"('need', 'paint')",1
6175,"('still', 'need')",1
6176,"('afraid', 'still')",1
6177,"('afraid', 'okay')",1
6178,"('afternoon', 'dont')",1
6179,"('start', 'afternoon')",1
6180,"('kind', 'symptoms')",1
6181,"('tastes', 'good')",1
6182,"('heartbreak', 'want')",1
6183,"('hes', 'feel')",1
6184,"('remember', 'remember')",1
6185,"('racing', 'feel')",1
6186,"('watching', 'remember')",1
6187,"('delaware', 'thanks')",1
6188,"('canyon', 'delaware')",1
6189,"('orchard', 'canyon')",1
6190,"('372', 'orchard')",1
6191,"('911', 'change')",1
6192,"('thank', 'alright')",1
6193,"('scene', 'im')",1
6194,"('medics', 'scene')",1
6195,"('stand', 'okay')",1
6196,"('dizzy', 'hardly')",1
6197,"('dizzy', 'dizzy')",1
6198,"('hes', 'dizzy')",1
6199,"('theyre', 'hes')",1
6200,"('oh', 'theyre')",1
6201,"('real', 'oh')",1
6202,"('pain', 'real')",1
6203,"('asking', 'questions')",1
6204,"('im', 'asking')",1
6205,"('started', 'im')",1
6206,"('already', 'started')",1
6207,"('someone', 'yeah')",1
6208,"('send', 'someone')",1
6209,"('tend', 'send')",1
6210,"('know', 'tend')",1
6211,"('racing', 'take')",1
6212,"('racing', 'anything')",1
6213,"('beating', 'heart')",1
6214,"('like', 'beating')",1
6215,"('passes', 'dont')",1
6216,"('know', 'direct')",1
6217,"('move', 'one')",1
6218,"('called', 'like')",1
6219,"('yes', 'assisted')",1
6220,"('west', 'yes')",1
6221,"('thank', 'west')",1
6222,"('left', 'thank')",1
6223,"('crossing', 'left')",1
6224,"('said', '100')",1
6225,"('mah', 'okay')",1
6226,"('mi', 'mah')",1
6227,"('je', 'mi')",1
6228,"('jemima', 'je')",1
6229,"('name', 'jemima')",1
6230,"('afternoon', 'name')",1
6231,"('ago', 'afternoon')",1
6232,"('like', '20')",1
6233,"('well', 'called')",1
6234,"('know', 'place')",1
6235,"('start', 'well')",1
6236,"('area', 'start')",1
6237,"('shoulder', 'area')",1
6238,"('area', 'left')",1
6239,"('heart', 'area')",1
6240,"('left', 'heart')",1
6241,"('yes', 'left')",1
6242,"('located', 'yes')",1
6243,"('mmhmm', 'able')",1
6244,"('80', 'mmhmm')",1
6245,"('80', '80')",1
6246,"('hes', '80')",1
6247,"('age', 'hes')",1
6248,"('know', 'age')",1
6249,"('living', 'facility')",1
6250,"('facility', 'um')",1
6251,"('um', 'think')",1
6252,"('think', 'william')",1
6253,"('run', 'delaware')",1
6254,"('delaware', 'run')",1
6255,"('emergency', 'willowbrook')",1
6256,"('know', 'thank')",1
6257,"('floor', 'yes')",1
6258,"('take', 'second')",1
6259,"('elevator', 'take')",1
6260,"('go', 'elevator')",1
6261,"('floor', 'go')",1
6262,"('elevator', 'second')",1
6263,"('take', 'elevator')",1
6264,"('second', 'take')",1
6265,"('yes', 'second')",1
6266,"('something', 'gets')",1
6267,"('marked', 'something')",1
6268,"('theyve', 'marked')",1
6269,"('okay', 'theyve')",1
6270,"('everybody', 'okay')",1
6271,"('test', 'everybody')",1
6272,"('monday', 'test')",1
6273,"('free', 'every')",1
6274,"('covid', 'free')",1
6275,"('monday', 'right')",1
6276,"('tested', 'every')",1
6277,"('weve', 'tested')",1
6278,"('right', 'weve')",1
6279,"('anybody', 'right')",1
6280,"('symptoms', 'anybody')",1
6281,"('street', 'william')",1
6282,"('elderly', 'dont')",1
6283,"('hes', 'elderly')",1
6284,"('alert', 'yes')",1
6285,"('11171925', 'right')",1
6286,"('date', 'birth')",1
6287,"('94', 'date')",1
6288,"('hes', '94')",1
6289,"('would', 'hes')",1
6290,"('um', 'would')",1
6291,"('also', 'um')",1
6292,"('mi', 'also')",1
6293,"('history', 'mi')",1
6294,"('arm', 'history')",1
6295,"('hes', 'pressure')",1
6296,"('symptomatic', 'hes')",1
6297,"('hes', 'symptomatic')",1
6298,"('things', 'heart')",1
6299,"('make', 'things')",1
6300,"('well', 'make')",1
6301,"('old', 'well')",1
6302,"('resident', 'resident')",1
6303,"('tell', 'old')",1
6304,"('attack', 'nurse')",1
6305,"('believes', 'hes')",1
6306,"('resident', 'believes')",1
6307,"('dont', 'exactly')",1
6308,"('exactly', 'dont')",1
6309,"('suzanne', 'tell')",1
6310,"('name', 'suzanne')",1
6311,"('7402013335', 'whats')",1
6312,"('disconnected', '7402013335')",1
6313,"('disconnected', 'right')",1
6314,"('west', 'right')",1
6315,"('birth', '11171925')",1
6316,"('right', 'room')",1
6317,"('okay', 'awake')",1
6318,"('room', 'hes')",1
6319,"('come', 'room')",1
6320,"('ive', 'come')",1
6321,"('ive', 'ive')",1
6322,"('room', 'ive')",1
6323,"('outside', 'room')",1
6324,"('im', 'outside')",1
6325,"('2027', 'yes')",1
6326,"('said', '2027')",1
6327,"('2027', 'hes')",1
6328,"('apartment', '2027')",1
6329,"('gentleman', 'apartment')",1
6330,"('okay', 'gentleman')",1
6331,"('west', 'willowbrook')",1
6332,"('start', 'way')",1
6333,"('minute', 'start')",1
6334,"('alright', 'minute')",1
6335,"('somebody', 'alright')",1
6336,"('a1', 'door')",1
6337,"('door', 'a1')",1
6338,"('al', 'door')",1
6339,"('come', 'al')",1
6340,"('ahead', 'come')",1
6341,"('coming', 'go')",1
6342,"('door', 'coming')",1
6343,"('241', 'door')",1
6344,"('room', '241')",1
6345,"('hes', 'room')",1
6346,"('living', 'hes')",1
6347,"('going', 'assisted')",1
6348,"('crossing', 'okay')",1
6349,"('second', 'apartment')",1
6350,"('number', 'number')",1
6351,"('sudden', 'burst')",1
6352,"('kind', 'felt')",1
6353,"('gradually', 'kind')",1
6354,"('right', 'tightness')",1
6355,"('tightness', 'right')",1
6356,"('pain', 'tightness')",1
6357,"('cardiac', 'history')",1
6358,"('quarantine', 'cardiac')",1
6359,"('im', 'doctors')",1
6360,"('house', 'suffering')",1
6361,"('uh', 'anybody')",1
6362,"('questions', 'uh')",1
6363,"('going', 'questions')",1
6364,"('46', 'right')",1
6365,"('forth', 'really')",1
6366,"('back', 'forth')",1
6367,"('fluctuating', 'back')",1
6368,"('kind', 'fluctuating')",1
6369,"('70s', 'kind')",1
6370,"('upper', '70s')",1
6371,"('mid', 'upper')",1
6372,"('midfifties', 'mid')",1
6373,"('anywhere', 'midfifties')",1
6374,"('rate', 'anywhere')",1
6375,"('umm', 'heart')",1
6376,"('watch', 'umm')",1
6377,"('according', 'watch')",1
6378,"('least', 'according')",1
6379,"('mike', 'least')",1
6380,"('tightness', 'mike')",1
6381,"('felt', 'sudden')",1
6382,"('burst', 'left')",1
6383,"('anyones', 'time')",1
6384,"('left', 'chest')",1
6385,"('pain', 'visiting')",1
6386,"('walk', 'stomach')",1
6387,"('hardly', 'walk')",1
6388,"('point', 'hardly')",1
6389,"('shes', 'point')",1
6390,"('declining', 'shes')",1
6391,"('health', 'declining')",1
6392,"('nurses', 'health')",1
6393,"('care', 'visiting')",1
6394,"('shes', 'care')",1
6395,"('ed', 'tell')",1
6396,"('okay', 'ed')",1
6397,"('powell', 'powell')",1
6398,"('ed', 'powell')",1
6399,"('name', 'ed')",1
6400,"('7403696840', 'name')",1
6401,"('dra', '7403696840')",1
6402,"('dela', 'dra')",1
6403,"('drive', 'dela')",1
6404,"('cottswald', 'drive')",1
6405,"('217', 'cottswald')",1
6406,"('address', '217')",1
6407,"('ill', 'okay')",1
6408,"('wife', 'uh')",1
6409,"('uh', 'wife')",1
6410,"('start', 'hour')",1
6411,"('study', 'okay')",1
6412,"('gradual', 'study')",1
6413,"('chest', 'kind')",1
6414,"('time', 'im')",1
6415,"('wasting', 'anyones')",1
6416,"('number', '273')",1
6417,"('complaining', 'numbness')",1
6418,"('temp', '976')",1
6419,"('85', 'temp')",1
6420,"('pulse', '85')",1
6421,"('86', 'pulse')",1
6422,"('131', '86')",1
6423,"('took', '131')",1
6424,"('bad', 'last')",1
6425,"('pressure', 'bad')",1
6426,"('87', 'blood')",1
6427,"('pulse', '87')",1
6428,"('clammy', 'pulse')",1
6429,"('pain', 'feels')",1
6430,"('crushing', 'pain')",1
6431,"('pain', 'crushing')",1
6432,"('severe', 'heart')",1
6433,"('complaining', 'severe')",1
6434,"('resident', 'shes')",1
6435,"('happened', 'weve')",1
6436,"('kelly', 'tell')",1
6437,"('kelly', 'kelly')",1
6438,"('names', 'kelly')",1
6439,"('7402013335', 'names')",1
6440,"('number', '7402013335')",1
6441,"('disconnected', 'okay')",1
6442,"('type', 'whats')",1
6443,"('ill', 'type')",1
6444,"('seeing', 'ill')",1
6445,"('im', 'seeing')",1
6446,"('273', 'okay')",1
6447,"('976', 'shes')",1
6448,"('numbness', 'left')",1
6449,"('im', 'wasting')",1
6450,"('arm', 'crushing')",1
6451,"('hope', 'im')",1
6452,"('help', 'hope')",1
6453,"('6145072275', 'help')",1
6454,"('wwwfemagov', '6145072275')",1
6455,"('visit', 'wwwfemagov')",1
6456,"('information', 'visit')",1
6457,"('number', 'information')",1
6458,"('hawkins', 'phone')",1
6459,"('joseph', 'hawkins')",1
6460,"('name', 'joseph')",1
6461,"('valley', 'circle')",1
6462,"('apple', 'valley')",1
6463,"('547', 'apple')",1
6464,"('yeah', '547')",1
6465,"('emergency', 'yeah')",1
6466,"('west', 'sounds')",1
6467,"('dispatched', '100')",1
6468,"('okay', 'dispatched')",1
6469,"('none', 'okay')",1
6470,"('like', 'none')",1
6471,"('a1', 'please')",1
6472,"('go', 'a1')",1
6473,"('fine', 'door')",1
6474,"('83', 'fine')",1
6475,"('sorry', '83')",1
6476,"('excuse', 'im')",1
6477,"('83', 'excuse')",1
6478,"('93', '83')",1
6479,"('crushing', 'heart')",1
6480,"('right', 'ok')",1
6481,"('worse', 'right')",1
6482,"('back', 'anything')",1
6483,"('though', 'fell')",1
6484,"('fall', 'anything')",1
6485,"('didnt', 'fall')",1
6486,"('thank', 'didnt')",1
6487,"('times', 'thank')",1
6488,"('fallen', 'times')",1
6489,"('ive', 'fallen')",1
6490,"('careful', 'ive')",1
6491,"('hard', 'careful')",1
6492,"('tried', 'hard')",1
6493,"('ive', 'tried')",1
6494,"('fault', 'ive')",1
6495,"('fast', 'fault')",1
6496,"('around', 'fast')",1
6497,"('walker', 'turned')",1
6498,"('use', 'walker')",1
6499,"('earlier', 'use')",1
6500,"('caused', 'fall')",1
6501,"('okay', 'caused')",1
6502,"('93', 'okay')",1
6503,"('93', '93')",1
6504,"('got', 'information')",1
6505,"('ask', 'theyve')",1
6506,"('way', 'ive')",1
6507,"('approach', 'theyre')",1
6508,"('know', 'silent')",1
6509,"('anything', 'well')",1
6510,"('going', 'anything')",1
6511,"('siren', 'going')",1
6512,"('wont', 'siren')",1
6513,"('anything', 'though')",1
6514,"('fell', 'standing')",1
6515,"('ill', 'sit')",1
6516,"('standing', 'position')",1
6517,"('ago', 'alright')",1
6518,"('15', 'years')",1
6519,"('knee', '15')",1
6520,"('surgery', 'right')",1
6521,"('bad', 'surgery')",1
6522,"('feel', 'bad')",1
6523,"('knee', 'feel')",1
6524,"('hurting', 'think')",1
6525,"('knee', 'hurting')",1
6526,"('uh', 'said')",1
6527,"('see', 'uh')",1
6528,"('bleeding', 'see')",1
6529,"('bruising', 'bleeding')",1
6530,"('cuts', 'bruising')",1
6531,"('okay', 'cuts')",1
6532,"('earlier', 'okay')",1
6533,"('earlier', 'lose')",1
6534,"('guess', 'lose')",1
6535,"('know', 'guess')",1
6536,"('well', 'know')",1
6537,"('land', 'uh')",1
6538,"('surface', 'land')",1
6539,"('kind', 'surface')",1
6540,"('walker', 'right')",1
6541,"('always', 'walker')",1
6542,"('around', 'always')",1
6543,"('sink', 'turned')",1
6544,"('yes', 'sink')",1
6545,"('position', 'yes')",1
6546,"('inside', 'wont')",1
6547,"('cold', 'ill')",1
6548,"('think', 'youre')",1
6549,"('number', 'go')",1
6550,"('building', 'need')",1
6551,"('get', 'building')",1
6552,"('locked', 'get')",1
